,match_date,section_no,match_index_in_section,start_time,stadium,home_team,home_goal,away_goal,away_team,status,round,home_pk_score,away_pk_score,home_score_ex,away_score_ex,leg
0,1998/05/16,0,1,18:30,鳥取,広島,1,3,Ｖ川崎,試合終了,第1節第1日,,,,,
1,1998/05/16,0,2,19:02,新潟,磐田,1,2,浦和,試合終了,第1節第1日,,,,,
2,1998/05/16,0,3,15:01,長居,Ｃ大阪,2,3,柏,試合終了,第1節第1日,,,,,
3,1998/05/16,0,4,15:02,カシマ,鹿島,3,0,福岡,試合終了,第1節第1日,,,,,
4,1998/05/16,0,5,15:03,三ツ沢,横浜Ｆ,0,2,Ｇ大阪,試合終了,第1節第1日,,,,,
5,1998/05/16,0,6,15:04,日本平,清水,2,0,札幌,試合終了,第1節第1日,,,,,
6,1998/05/16,0,7,15:03,市原,市原,3,2,平塚,試合終了,第1節第1日,,,,,
7,1998/05/16,0,8,15:03,瑞穂陸,名古屋,1,1,神戸,試合終了,第1節第1日,,,,,
0,1998/05/23,0,1,14:00,仙台,B仙台,0,1,広島,試合終了,第2節第1日,,,,,
1,1998/05/23,0,2,18:33,駒場,浦和,1,1,Ｖ川崎,試合終了,第2節第1日,,,,,
2,1998/05/23,0,3,15:00,博多球,福岡,2,3,柏,試合終了,第2節第1日,,,,,
3,1998/05/23,0,4,15:01,三ツ沢,横浜M,2,0,Ｃ大阪,試合終了,第2節第1日,,,,,
4,1998/05/23,0,5,15:02,万博,Ｇ大阪,5,2,札幌,試合終了,第2節第1日,,,,,
5,1998/05/23,0,6,19:03,等々力,川崎Ｆ,0,1,清水,試合終了,第2節第1日,,,,,
6,1998/05/23,0,7,15:00,西京極,京都,3,3,市原,試合終了,第2節第1日,,,,,
7,1998/05/23,0,8,15:03,神戸ユ,神戸,0,2,平塚,試合終了,第2節第1日,,,,,
0,1998/05/30,0,1,16:02,国立,Ｖ川崎,1,2,磐田,試合終了,第3節第1日,,,,,
1,1998/05/30,0,2,18:33,駒場,浦和,6,0,B仙台,試合終了,第3節第1日,,,,,
2,1998/05/30,0,3,19:04,柏,柏,1,1,鹿島,試合終了,第3節第1日,,,,,
3,1998/05/30,0,4,19:04,博多球,福岡,4,2,横浜M,試合終了,第3節第1日,,,,,
4,1998/05/30,0,5,13:02,室蘭,札幌,3,2,横浜Ｆ,試合終了,第3節第1日,,,,,
5,1998/05/30,0,6,19:00,万博,Ｇ大阪,0,2,川崎Ｆ,試合終了,第3節第1日,,,,,
6,1998/05/30,0,7,15:03,平塚,平塚,1,3,名古屋,試合終了,第3節第1日,,,,,
7,1998/05/30,0,8,19:03,神戸ユ,神戸,3,1,京都,試合終了,第3節第1日,,,,,
0,1998/06/03,0,1,19:03,仙台,B仙台,2,6,磐田,試合終了,第4節第1日,,,,,
1,1998/06/03,0,2,19:03,広島ス,広島,1,1,浦和,試合終了,第4節第1日,,,,,
2,1998/06/03,0,3,19:00,長居,Ｃ大阪,1,1,福岡,試合終了,第4節第1日,,,,,
3,1998/06/03,0,4,19:02,三ツ沢,横浜M,1,2,鹿島,試合終了,第4節第1日,,,,,
4,1998/06/03,0,5,19:00,等々力,川崎Ｆ,0,1,横浜Ｆ,試合終了,第4節第1日,,,,,
5,1998/06/03,0,6,19:01,日本平,清水,2,0,Ｇ大阪,試合終了,第4節第1日,,,,,
6,1998/06/03,0,7,19:01,西京極,京都,1,2,名古屋,試合終了,第4節第1日,,,,,
7,1998/06/03,0,8,19:04,市原,市原,4,1,神戸,試合終了,第4節第1日,,,,,
0,1998/06/06,0,1,19:03,等々力,Ｖ川崎,1,0,B仙台,試合終了,第5節第1日,,,,,
1,1998/06/06,0,2,19:03,磐田,磐田,3,0,広島,試合終了,第5節第1日,,,,,
2,1998/06/06,0,3,15:00,カシマ,鹿島,5,2,Ｃ大阪,試合終了,第5節第1日,,,,,
3,1998/06/06,0,4,19:04,柏,柏,5,2,横浜M,試合終了,第5節第1日,,,,,
4,1998/06/06,0,5,13:00,室蘭,札幌,0,2,川崎Ｆ,試合終了,第5節第1日,,,,,
5,1998/06/06,0,6,19:02,三ツ沢,横浜Ｆ,2,3,清水,試合終了,第5節第1日,,,,,
6,1998/06/06,0,7,15:02,平塚,平塚,1,1,京都,試合終了,第5節第1日,,,,,
7,1998/06/06,0,8,15:02,瑞穂陸,名古屋,1,4,市原,試合終了,第5節第1日,,,,,
0,1998/07/15,0,1,19:03,市原,市原,3,2,鹿島,試合終了,準決勝,,,,,
1,1998/07/15,0,2,19:03,日本平,清水,0,2,磐田,試合終了,準決勝,,,,,
0,1998/07/19,0,1,17:04,国立,磐田,4,0,市原,試合終了,決勝戦,,,,,
