,年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,インターネット中継・TV放送
0,2010,ＦＵＪＩ　ＸＥＲＯＸ　ＳＵＰＥＲ　ＣＵＰ,,02/27(土),13:36,鹿島,1-1(PK5-3),Ｇ大阪,国立,34634,日本テレビ系列全国ネットにて生中継
1,2010,Ｊ１,第１節第１日,03/06(土),13:03,磐田,0-1,仙台,ヤマハ,10440,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ／静岡放送
2,2010,Ｊ１,第１節第１日,03/06(土),13:04,湘南,1-1,山形,平塚,11280,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン
3,2010,Ｊ１,第１節第１日,03/06(土),14:01,Ｆ東京,1-0,横浜FM,味スタ,29011,スカパー・ｅ２（ＴＢＳチャンネル）／ＴＢＳ（単）／ＴＯＫＹＯ　ＭＸ（録）
4,2010,Ｊ１,第１節第１日,03/06(土),14:04,広島,1-1,清水,広島ビ,16216,スカパー・ｅ２（Ｊ　ｓｐｏｒｔｓ　Ｐｌｕｓ）／ＮＨＫ広島／ＮＨＫ静岡
5,2010,Ｊ１,第１節第１日,03/06(土),16:03,川崎Ｆ,2-1,新潟,等々力,22117,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
6,2010,Ｊ１,第１節第１日,03/06(土),16:04,鹿島,2-0,浦和,カシマ,35251,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＮＨＫ総合
7,2010,Ｊ１,第１節第１日,03/06(土),19:04,Ｇ大阪,1-2,名古屋,万博,18105,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャン／ＢＳ
8,2010,Ｊ２,第１節第１日,03/06(土),13:04,福岡,3-1,甲府,レベスタ,7653,スカパースカチャン／ｅ２スカチャン
9,2010,Ｊ２,第１節第１日,03/06(土),14:06,徳島,1-0,草津,鳴門大塚,4351,スカパースカチャン／ｅ２スカチャン／ＮＨＫ徳島
10,2010,Ｊ２,第１節第１日,03/06(土),16:05,水戸,2-1,栃木,Ｋｓスタ,3581,スカパースカチャン／ｅ２スカチャン
11,2010,Ｊ１,第１節第２日,03/07(日),14:05,神戸,2-0,京都,ホームズ,19506,スカパー（スカチャンＨＤ、スカチャン）／ｅ２スカチャンＨＤ
12,2010,Ｊ１,第１節第２日,03/07(日),15:05,大宮,3-0,Ｃ大阪,ＮＡＣＫ,8605,スカパー・ｅ２（ＴＢＳチャンネル）／ＢＳ－ＴＢＳ／テレ玉（録）
13,2010,Ｊ２,第１節第２日,03/07(日),13:04,柏,2-1,大分,柏,7680,スカパースカチャン／ｅ２スカチャン
14,2010,Ｊ２,第１節第２日,03/07(日),13:04,岐阜,2-1,富山,長良川,4050,スカパースカチャン／ｅ２スカチャン／岐阜放送（録）
15,2010,Ｊ２,第１節第２日,03/07(日),15:03,鳥栖,1-1,札幌,ベアスタ,8971,スカパースカチャン／ｅ２スカチャン／ＮＨＫ佐賀
16,2010,Ｊ２,第１節第２日,03/07(日),15:05,熊本,1-1,千葉,熊本,9101,スカパースカチャン／ｅ２スカチャン／ＮＨＫ熊本
